COD_ATENEO_ESTERO;NOME_ATENEO_ESTERO;ID_NAZIONE;
AS1562;Truman State University;US;
AS509;USC University of Southern California;US;
AS503;University Heights;US;
AS852;University of California;US;
AS1491;University of California Hastings College of the Law;US;
AS1331;University of California –  Irvine, San Diego;US;
AS1472;University of Chicago;US;
AS1817;University of Colorado Boulder;US;
AS1329;University of Florida;US;
AS1476;University of Illinois at Urbana Champaign;US;
AS1725;University of Louisville, Kentucky;US;
AS1327;University of Maryland;US;
AS1550;University of Massachusetts Lowell;US;
AS1825;University of Massachusetts Lowell (College of Fine Arts, Humanities and Social Sciences);US;
AS1840;University of Massachusetts Medical School, Worcester;US;
AS1551;University of Michigan;US;
AS1325;University of Minnesota;US;
AS344;University of North Carolina;US;
AS1492;University of Notre Dame;US;
AS1477;University of Pennsylvania;US;
AS1478;University of Richmond;US;
AS1322;University of San Diego;US;
AS1479;University of South Carolina;US;
AS1075;University of South Carolina Upstate;US;
AS1320;University of Virginia;US;
AS1418;University of Washington;US;
AS1641;University of Washington;US;
AS1482;University of Wisconsin Madison;US;
AS1863;Univesity of Miami;US;
AS1317;Vanderbilt University;US;
AS1208;Villanova University;US;
AS790;Virginia Commonwealth University;US;
AS643;Virginia Institute of Technology;US;
AS1506;Virginia Tech;US;
AS1483;Washington University in St. Louis;US;
AS1880;West Virginia University;US;
AS1304;Yale University;US;
AS1465;Universidad Catolica de Uruguay;UY;
AS648;Pontificia Università Lateranense;VA;
AS208;Pontificio istituto universitario SERAPHICUM;VA;
AS1365;Instituto de Estudios Superiores de Administración - IESA;VE;
AS487;Universidad Central de Venezuela;VE;
AS1815;Foreign Trade University;VN;
AS515;Hanoi University;VN;
AS1421;Hanoi University of science and technology;VN;
AS1522;UBT - Universiteti për Biznes dhe Teknologji;XK;
AS308;University of Aden;YE;
AS530;Stellenbosch University ;ZA;
AS343;Tshwane University of Technology;ZA;
AS1330;University of Capetown;ZA;
AS1318;University of Witswatersrand;ZA;
AS1210;University of Zambia;ZM;
