COD;DES
20801895;MICROPROCESSORI E MICROCONTROLLORI
20801896;PROGETTAZIONE ANALOGICA E DIGITALE
20801897;SENSORI E TRASDUTTORI AD ULTRASUONI E SISTEMI ECOGRAFICI PER DIAGNOSTICA MEDICA
20801898;SENSORI E TRASDUTTORI AD ULTRASUONI
20801899;SISTEMI ECOGRAFICI PER DIAGNOSTICA MEDICA
20801900;METAMATERIALI
20801901;STRUMENTAZIONE ELETTROMAGNETICA PER L'INDUSTRIA
20801902;SICUREZZA DELLE TELECOMUNICAZIONI
20801903;GESTIONE SOSTENIBILE DELLE RISORSE IN SANITÀ
20801904;TELEMEDICINA
20801905;LABORATORIO DI STRUMENTAZIONE BIOMEDICA
20801906;BASI DI DATI
21801783;STORIA E ISTITUZIONI DEGLI STATI UNITI D'AMERICA
21001953;MATEMATICA - GEOMETRIE E MODELLI
21001954;MATEMATICA - CURVE E SUPERFICI
22901895;PEDAGOGIA INTERCULTURALE
22901896;FILOSOFIA DELL'EDUCAZIONE
22901897;PEDAGOGIA SOCIALE
22901898;STORIA DELLA PEDAGOGIA E DELL'EDUCAZIONE
22901899;STORIA DELLA PEDAGOGIA E DELLA LETTERATURA PER L'INFANZIA
22901900;PROGETTAZIONE DIDATTICA PER LA FORMAZIONE IN RETE
22901901;ORGANIZZAZIONE DIDATTICA E PROCESSI VALUTATIVI
22901902;PEDAGOGIA SPECIALE 
22901903;METODOLOGIA DELLA RICERCA DIDATTICA
22901904;LINGUA FRANCESE
22901905;LINGUA INGLESE
22901906;PSICOLOGIA DELLO SVILUPPO
22901907;PSICOLOGIA DELL'ADOLESCENZA
22901908;PSICOLOGIA CLINICA
22901909;ESTETICA
22901910;LINGUISTICA GENERALE
22901912;PEDAGOGIA DELLA COMUNICAZIONE ED EDUCAZIONE PSICOMOTORIA
22901913;DIDATTICA SPECIALE, DEL GIOCO, DELL'ANIMAZIONE
22901911;TEATRO E FORMAZIONE
22901914;BIBLIOGRAFIA E BIBLIOTECONOMIA
22901915;SOCIOLOGIA DELL'EDUCAZIONE
22901916;TIROCINIO
22901917;A SCELTA DELLO STUDENTE
20703435;PROBLEMI DI STORIOGRAFIA DELLO SPETTACOLO 2010-2011
20703436;PROBLEMI DI STORIOGRAFIA TEATRALE 2 LM
20703437;TEORIE DELL'IMMAGINE LM
20703438;TEORIE E PRATICHE DEL CINEMA DIGITALE 
20703439;STUDI SUL PUBBLICO
20703440;LABORATORIO DI LINGUAGGI DELLA TELEVISIONE GENERALISTA
20703441;LABORATORIO DI INFORMAZIONE ON-LINE
22901946;STORIA CONTEMPORANEA (L39/L40)
22901918;LINGUA SPAGNOLA
21801799;SEMINARIO - AUTORITA' INDIPENDENTI: MODELLI A CONFRONTO E RAPPORTI CON L'ORDINE PUBBLICO
21801798;SEMINARIO - MERCATI IMPERFETTI E POLITICA ANTITRUST
21801797;SEMINARIO - LA GLOBALIZZAZIONE IN TRASFORMAZIONE. GLI EFFETTI SOCIALI E CULTURALI DELLA CRISI ECONOMICA
21801796;SEMINARIO - LABORATORIO PER L'ANALISI STATISTICA DEI DATI ECONOMICI
21801795;SEMINARIO - PROTEZIONE E PROMOZIONE DEI DIRITTI DEI MINORI NELLE RELAZIONI INTERNAZIONALI ED EUROPEE
21801794;SEMINARIO - IL CONTRIBUTO SPAGNOLO AI DIRITTI UMANI
21801793;SEMINARIO - ITALY AND THE US: HISTORY OF A LONG-STANDING INTERACTION
21801792;SEMINARIO - INTRODUZIONE ALLA STORIA DELL'AMBIENTE
21801791;SEMINARIO - CINEMA E STORIA NELL'EUROPA CENTRO-ORIENTALE
21801790;SEMINARIO - LA MEMORIA DELLA SHOAH E DELL'ANTISEMITISMO NELLA SOCIETA' DEL DOPOGUERRA: IMMAGINE E REALTA' DEL PASSATO NEI FILM DI FINZIONE
21801789;SEMINARIO - PRINCIPI GENERALI DEL DIRITTO E COSTITUZIONALISMO
20801907;PROVA FINALE
21801786;STORIA E ISTITUZIONI DELL'ASIA
22901947;ISTITUZIONI DI DIRITTO PUBBLICO (L39/L40)
22901948;SOCIOLOGIA (L39/L40)
22901949;SOCIOLOGIA DELLA FAMIGLIA E DELL'EDUCAZIONE (L39/L40)
22901950;PRINCIPI E FONDAMENTI DEL SERVIZIO SOCIALE (L39)
22901951;PSICOLOGIA GENERALE (L39)
22901952;LINGUA INGLESE (L39/L40)
22901953;LINGUA SPAGNOLA (L39/40)
22901954;LINGUA FRANCESE (L39)
22901955;METODI E TECNICHE DEL SERVIZIO SOCIALE I (L39)
22901956;TIROCINIO I (L39)
22901957;POLITICA SOCIALE E LEGISLAZIONE DEI SERVIZI SOCIALI  (L39)
22901958;SOCIOLOGIA ECONOMICA E DELLO SVILUPPO (L39/L40)
22901959;STATISTICA SOCIALE (L39/40)
22901960;SOCIOLOGIA DEI PROCESSI CULTURALI E DELLA RELIGIONE (L39/L40)  
22901961;PSICOLOGIA SOCIALE (L39/L40)
22901962;MEDICINA SOCIALE (L39)
22901963;METODI E TECNICHE DEL SERVIZIO SOCIALE II (L39)
22901964;PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE (L39/L40)
22901965;INFORMATICA (L39/L40)
20801908;TESI DI LAUREA
20704012;STORIA DELLA SPAGNA
22901966;PEDAGOGIA SOCIALE (L39/L40)
22901967;TIROCINIO II (L39)
22901968;PEDAGOGIA INTERCULTURALE  (L39)
22901969;SOCIOLOGIA DELLE COMUNITÀ LOCALI E CULTURALI (L39/L40)
22901970;ETICA DELLA COMUNICAZIONE (L39/L40)
22901971;SOCIOLOGIA DELLA DEVIANZA (L39/L40)
22901972;WELFARE E CITTADINANZA SOCIALE (L39/40))
22901973;SOCIOLOGIA DELLE RELAZIONI ETNICHE (L39/L40)
22901974;STORIA DELLA CITTÀ E DEL TERRITORIO (L39/L40)
22901975;ANTROPOLOGIA SOCIALE (L39/L40)
22901976;MUSICOLOGIA E STORIA DELLA MUSICA (L39/L40)
22901977;SEMIOLOGIA DEL CINEMA E DEGLI AUDIOVISIVI  (L39/40)
22901978;LAB.  RECENTI SVILUPPI DELLA NORMATIVA DI SETTORE (L39)
22901979;LAB.  SERVIZI SOCIALI E ORGANIZZAZIONE DELLA SANITÀ PUBBLICA (L39)
22901980;LAB.  IL PIANO DI ZONA (L39)
22901981;LAB.  LA DOCUMENTAZIONE PROFESSIONALE (L39)
22901982;LAB.  LA DIMENSIONE ETICA NELLA RELAZIONE DI AIUTO (L39)
22901983;LAB. INTERVENTI SETTORIALI NEI SERVIZI SOCIALI (L39)
22901984;PROVA  FINALE
22901985;METODOLOGIA DELLA RICERCA SOCIALE(L40)
22901986;SOCIOLOGIA CORSO AVANZATO (L40)
22901987;POLITICA SOCIALE (L40)
22901988;STORIA DEL PENSIERO SOCIOLOGICO (L40)
22901989;ULTERIORI CONOSCENZE DI LINGUA INGLESE (L40)
22901990;ULTERIORI CONOSCENZE DI LINGUA FRANCESE (L40) 
22901991;ANTROPOLOGIA CULTURALE (L40)
22901992;METODI STATISTICI PER LA RICERCA SOCIALE (L40)
22901993;SOCIOLOGIA DELLA CONOSCENZA (L40)
22901994;ANALISI E DISEGNO DELLA RICERCA  DEI PROCESSI CULTURALI(L39/L40)
22901995;SOCIOLOGIA DELLA COMUNICAZIONE POLITICA (L39/L40)
22901996;STAGE (L40)
22901997;PSICOLOGIA SOCIALE-BASE (L39/L40)
22901998;SOCIOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI (L40)  
22901999;SOCIOLOGIA DELLE MIGRAZIONI (L39/L40)
22902000;SOCIOLOGIA DELLA POLITICA E DEL DIRITTO (L40)
22902001;LABORATORIO DI ETICA SOCIALE (L39/40)
21801779;CONTABILITA' DI STATO
21201401;SISTEMI ECONOMICI E AMBIENTE 
21201402;ECONOMIA DELLE RISORSE NATURALI 
22901919;PROVA FINALE SDE
21201404;ECONOMIA AZIENDALE AMBIENTALE E IMPRESA SOSTENIBILE
21201406;MATEMATICA PER L'ECONOMIA - CORSO AVANZATO
21201407;METODI MATEMATICI PER LE DECISIONI ECONOMICHE E AZIENDALI
21201408;METODI STATISTICI PER L'ECONOMETRIA 
21201437;ECONOMIA POLITICA - CORSO AVANZATO
21201438;MICROECONOMIA - CORSO AVANZATO
21201439;MACROECONOMIA - CORSO AVANZATO
21201436;ALTRE ATTIVITÀ FORMATIVE (LINGUA, INFORMATICA, STAGE)
21201430;KNOWLEDGE MANAGEMENT (MANAGEMENT DELLA CONOSCENZA) 
21201440;DIRITTO PUBBLICO DELL'ECONOMIA ED ELEMENTI DI AMMINISTRAZIONE AZIENDALE PUBBLICA 
21201413;POLITICHE DI SVILUPPO ECONOMICO
21201441;ECONOMIA DEI GRUPPI E DELLE CONCENTRAZIONI AZIENDALI
21201414;HUMAN DEVELOPMENT ECONOMICS (ECONOMIA DELLO SVILUPPO UMANO)
21201442;BUSINESS II (ECONOMIA E GESTIONE DELLE IMPRESE-CORSO AVANZATO)
22901920;PSICOLOGIA DELLO SVILUPPO-BASE
22901921;PSICOLOGIA DELL'ADOLESCENZA-BASE
22901922;PSICOLOGIA CLINICA-BASE
21201415;ECONOMIA DELLA CRESCITA E DEL CAPITALE UMANO
21201417;FINANZA PUBBLICA
21201418;ECONOMIA INTERNAZIONALE - CORSO AVANZATO
21201419;ANALISI DELLE SERIE STORICHE
21201467;ECONOMIA MONETARIA - CORSO AVANZATO 
21201468;STORIA DELLA FINANZA 
21201469;MULTINATIONAL CORPORATIONS AND DEVELOPMENT
21201420;STATISTICA PER IL MANAGEMENT
21201470;PROBABILITÀ E METODI QUANTITATIVI PER LA FINANZA
21801800;SEMINARIO: DIRITTO GIURISPRUDENZIALE E COSTITUZIONALISMO
21201421;DIRITTO INTERNAZIONALE
21201422;DIRITTO INTERNAZIONALE DELL'ECONOMIA 
21201474;DIRITTO COMMERCIALE: CRISI D'IMPRESA
21201475;DIRITTO BANCARIO
20401964;FISICA DELLA IONOSFERA
21201427;ECONOMIA E POLITICA DEL LAVORO
21201444;BUSINESS ENGLISH 
21801801;SEMINARIO: LE POLITICHE SOCIALI IN ITALIA ED EUROPA
21201445;DIRITTO COMMERCIALE - CORSO AVANZATO
21801802;SEMINARIO: LA QUESTIONE MILITARE IN ITALIA E FRANCIA 1945-1949. UNA STORIA COMPARATA
21201446;ECONOMIA AZIENDALE - CORSO AVANZATO
21201428;ECONOMIA DELLE RELAZIONI INDUSTRIALI
21201447;FINANZA AZIENDALE - CORSO AVANZATO
21201448;INVESTMENT SCIENCE 
21201429;COMUNICAZIONE D'IMPRESA
21201423;ECONOMIA DEL TERRITORIO
21801803;SEMINARIO: IBRIDAZIONI E CONFILITTI TRA ISLAM E EUROPA
21201476;DIRITTO ASSICURATIVO
21201424;STORIA DELLA CITTÀ E DEL TERRITORIO
21201433;GESTIONE E SVILUPPO DELLE RISORSE UMANE
21201477;RISK AND ACCOUNTING
21201449;MODELLI DI RISK MANAGEMENT 
21201450;PRINCIPI CONTABILI E INFORMATIVA FINANZIARIA 
21201478;TEORIA DEL PORTAFOGLIO E DEI CONTRATTI DERIVATI - CORSO AVANZATO
21201451;PROGRAMMAZIONE E CONTROLLO
21201452;RAGIONERIA - CORSO AVANZATO 
21201453;REVISIONE AZIENDALE INTERNA 
21201454;TECNICA PROFESSIONALE 
21201426;MODELLI DI FEDERALISMO
21201455;TECHNOLOGY, INNOVATION AND SUSTAINABLE PRODUCTION (TECNOLOGIA, INNOVAZIONE E PRODUZIONE SOSTENIBILE)
21201456;DIRITTO COMMERCIALE: CONCORRENZA E SEGNI DISTINTIVI
21201457;ECONOMIA INDUSTRIALE - CORSO AVANZATO
21201434;DIRITTO DEI CONSUMI: REGOLE DEL MERCATO
21201458;MARKETING - CORSO AVANZATO
21201459;STRATEGIA D'IMPRESA 
21201460;GESTIONE ETICA D'IMPRESA
21201435;RESPONSABILITÀ D'IMPRESA E CONSUMATORI
21201461;ORGANIZZAZIONE AZIENDALE - CORSO AVANZATO 
21201462;EUROPEAN COMPETITION LAW (DIRITTO DELL'UE PER L'IMPRESA)
21201463;STORIA D'IMPRESA 
21201465;LABORATORIO DI ECONOMIA APPLICATA
21201479;ALTRE ATTIVITÀ FORMATIVE (LINGUA, INFORMATICA, STAGE)
21801804;SEMINARIO: THE MAKING OF EUROPEAN ECONOMIC UNION
21801805;SEMINARIO - CONTABILITA' NAZIONALE, BILANCIA DEI PAGAMENTI E POLITICA MONETARIA NELL'UNIONE EUROPEA
21801806;SEMINARIO: DIRITTO DELLA CONCORRENZA
21801807;SEMINARIO - CONSUMI E IDENTITA' NELL'ITALIA REPUBBLICANA
21801808;SEMINARIO: PROTEZIONE E PROMOZIONE DEI DIRITTI DEI MINORI NELLE RELAZIONI INTERNAZIONALI ED EUROPEE
21801809;SEMINARIO: I BALCANI DALL'IMPERO OTTOMANO AGLI STATI NAZIONALI (1804/1923)
21801810;SEMINARIO - DIRITTO DEI TRASPORTI
21801811;SEMINARIO: LA SPESA PUBBLICA
21801812;SEMINARIO - LA LEYENDA NEGRA SOBRE LA HISTORIA DE ESPANA: MITO O REALIDAD
21801813;SEMINARIO - IMMAGINI DEL POTERE. LA MEMORIA DEL FASCISMO NELL'ITALIA DEL DOPOGUERRA: IMMAGINE E REALTÀ DEL PASSATO NEI FILM DI FINZIONE
21801814;SEMINARIO: DISSENT IN AMERICA
21801815;SEMINARIO - INTRODUZIONE ALLA STORIA DELL'AMBIENTE
21801816;SEMINARIO: INVECCHIAMENTO E IMMIGRAZIONE
21801817;SEMINARIO: IL PACIFISMO IN ITALIA NEI PRIMI ANNI DELLA GUERRA FREDDA
21801818;SEMINARIO: I PRINCIPLES OF EUROPEAN CONTRACT LAW AND THE DRAFT COMMON FRAME OF REFERENCE
21801819;SEMINARIO: LA GIURISPRUDENZA COMUNITARIA E ITALIANA IN MATERIA DI TUTELA DEI CONSUMATORI
21801820;SEMINARIO: POLITICA DELLA REDISTRIBUZIONE DEL REDDITO
22902005;PSICOLOGIA
22902006;PSICOLOGIA - BASE
22902007;PSICOLOGIA - ULTERIORI
22902002;STORIA CONTEMPORANEA - BASE (L39/L40)
22902003;STORIA CONTEMPORANEA-INTEGRAZIONE (L39/L40)
22901923;PEDAGOGIA GENERALE BASE
22901924;PEDAGOGIA GENERALE INTEGRAZIONE
22901925;FILOSOFIA DELL'EDUCAZIONE BASE
22901926;FILOSOFIA DELL'EDUCAZIONE INTEGRAZIONE
22901844;PSICOLOGIA GENERALE
22901927;STORIA DELLA SCUOLA E DELLE ISTITUZIONI EDUCATIVE BASE
22901928;STORIA DELLA SCUOLA E DELLE ISTITUZIONI EDUCATIVE INTEG.
22901929;STORIA DELLA PEDAGOGIA E DELL'EDUCAZIONE BASE
22901930;STORIA DELLA PEDAGOGIA E DELL'EDUCAZIONE INTEGR.
22901931;STORIA DELLA PEDAGOGIA E DELLA LETTERATURA PER L'INFANZIA BASE
22901845;LINGUA E TRADUZIONE INGLESE
22901932;STORIA DELLA PEDAGOGIA E DELLA LETTERATURA PER L'INFANZIA INTEG.
22901933;DIDATTICA GENERALE BASE
22901934;DIDATTICA GENERALE INTEGRAZIONE
22901935;ORGANIZZAZIONE DIDATTICA E PROCESSI VALUTATIVI BASE
22901936;ORGANIZZAZIONE DIDATTICA E PROCESSI VALUTATIVI INTEGR.
22901937;DOCIMOLOGIA BASE
22901938;DOCIMOLOGIA INTEGRAZIONE
22901939;PSICOLOGIA GENERALE BASE
22901940;PSICOLOGIA GENERALE INTEGRAZIONE
22901941;LINGUA FRANCESE BASE
22901942;LINGUA FRANCESE INTEGRAZIONE
22901943;LINGUA SPAGNOLA BASE
22901944;LINGUA SPAGNOLA INTEGRAZIONE
22901945;LINGUA INGLESE BASE
22902100;LINGUA INGLESE INTEGRAZIONE
22902004;SOCIOLOGIA - BASE (L39/L40)
22902101;PEDAGOGIA INTERCULTURALE BASE
22902102;PEDAGOGIA INTERCULTURALE INTEGRAZIONE
22902103;PEDAGOGIA SOCIALE BASE
22902104;PEDAGOGIA SOCIALE INTEGRAZIONE
22902105;PROGETTAZIONE DIDATTICA PER LA FORM. IN RETE BASE
22902106;PROGETTAZIONE DIDATTICA PER LA FORM. IN RETE INTEGR.
22902107;PEDAGOGIA SPECIALE BASE
22902108;PEDAGOGIA SPECIALE INTEGRAZIONE
22902109;METODOLOGIA DELLA RICERCA DIDATTICA BASE
22902110;METODOLOGIA DELLA RICERCA DIDATTICA INTEGRAZIONE
22902111;PEDAGOGIA SPERIMENTALE BASE
22902112;PEDAGOGIA SPERIMENTALE INTEGRAZIONE
22902113;PSICOLOGIA DELLO SVILUPPO INTEGRAZIONE
22902114;PSICOLOGIA DELL'ADOLESCENZA INTEGRAZIONE
22902115;PSICOLOGIA CLINICA INTEGRAZIONE
22902116;PEDAGOGIA DELLA COMUNICAZIONE E EDUCAZIONE PSICOMOTORIA BASE
22902117;PEDAGOGIA DELLA COMUNICAZIONE ED EDUCAZIONE PSICOMOTORIA INTEG.
22902118;DIDATTICA DELLA LETTURA BASE
22902119;DIDATTICA DELLA LETTURA INTEGRAZIONE
21201480;DIRITTO PRIVATO
22902120;DIDATTICA SPECIALE, DEL GIOCO, DELL'ANIMAZIONE BASE
22902121;DIDATTICA SPECIALE, DEL GIOCO, DELL'ANIMAZIONE INTEGRAZIONE
22902124;SOCIOLOGIA DELL'EDUCAZIONE BASE
22902122;SOCIOLOGIA GENERALE BASE
22902123;SOCIOLOGIA GENERALE INTEGRAZIONE
22902125;SOCIOLOGIA DELL'EDUCAZIONE INTEGRAZIONE
21001955;ULTERIORI ATTIVITA' FORMATIVE
22902008;SOCIOLOGIA -INTEGRAZIONE (L39/L40)
22902009;ISTITUZIONI DI DIRITTO PUBBLICO - BASE (L39/L40)
22902010;ISTITUZIONI DI DIRITTO PUBBLICO-INTEGRAZIONE (L39/L40)
22902011;SOCIOLOGIA DELLA FAMIGLIA E DELL'EDUCAZIONE - BASE (L39/L40)
22902012;SOCIOLOGIA DELLA FAMIGLIA E DELL'EDUCAZIONE - INTEGRAZIONE (L39/L40)
22902013;METODOLOGIA DELLA RICERCA SOCIALE - BASE (L40)
22902014;METODOLOGIA DELLA RICERCA SOCIALE - INTEGRAZIONE (L40)
22902015;SOCIOLOGIA CORSO AVANZATO -BASE (L40)
22902016;SOCIOLOGIA CORSO AVANZATO-INTEGRAZIONE (L40)
22902017;METODI E TECNICHE DEL SERVIZIO SOCIALE I -BASE (L39)
22902018;METODI E TECNICHE DEL SERVIZIO SOCIALE I - INTEGRAZIONE (L39)
22902019;SOCIOLOGIA DEI PROCESSI CULTURALI E DELLA RELIGIONE-BASE (L39/L40)
22902020;SOCIOLOGIA DEI PROCESSI CULTURALI E DELLA RELIGIONE- INTEGRAZIONE (L39/40)
22902021;ANTROPOLOGIA CULTURALE-BASE (L40)
22902022;ANTROPOLOGIA CULTURALE-INTEGRAZIONE (40)
22902023;METODI STATISTICI PER LA RICERCA SOCIALE - BASE (L40)
22902024;METODI STATISTICI PER LA RICERCA SOCIALE - INTEGRAZIONE (L40)
21201481;POLITICA ECONOMICA
21201482;PROGRAMMAZIONE E CONTROLLO DELLE AMMINISTRAZIONI PUBBLICHE
20801909;FISICA TECNICA
20801910;SISTEMI E SERVIZI DI TELECOMUNICAZIONE/A
20801911;METAMATERIALI E NANOELETTRONICA
20801912;METAMATERIALI
20801913;NANOELETTRONICA
22902025;POLITICA SOCIALE E LEGISLAZIONE DEI SERVIZI SOCIALI -BASE (L39) 
22902026;POLITICA SOCIALE E LEGISLAZIONE DEI SERVIZI SOCIALI-INTEGRAZIONE (L39)
22902027;PSICOLOGIA SOCIALE-INTEGRAZIONE (L39/L40)
22902028;DIRITTI UMANI E DIRITTI SOCIALI
22902029;PEDAGOGIA GENERALE (L40)
22901848;PEDAGOGIA GENERALE
22901846;PSICOLOGIA GENERALE BASE
22901847;PSICOLGIA GENERALE INTEGRAZIONE
22901849;PEDAGOGIA INTERCULTURALE
22901850;TECNOLOGIE DELL'ISTRUZIONE E DELL'APPRENDIMENTO
22901851;TECNOLOGIE DELL'ISTRUZIONE E DELL'APPRENDIMENTO BASE
22901852;TECNOLOGIE DELL'ESTRUZIONE E DELL'APPRENDIMENTO INTEGRAZIONE
22901853;PEDAGOGIA SPERIMENTALE
22901854;PEDAGOGIA SPERIMENTALE BASE
22901855;PEDAGOGIA SPERIMENTALE INTEGRAZIONE
22901856;STORIA DELLA FILOSOFIA
22901857;STORIA DELLA FILOSOFIA BASE
22901858;STORIA DELLA FILOSOFIA INTEGRAZIONE
22901859;FILOSOFIA MORALE
22901860;FILOSOFIA MORALE BASE
22901861;FILOSOFIA MORALE INTEGRAZIONE
22901862;EDUCAZIONE DEGLI ADULTI
22901863;EDUCAZIONE DEGLI ADULTI BASE
22901864;EDUCAZIONE DEGLI ADULTI INTEGRAZIONE
22901865;TECNOLOGIE PER LA FORMAZIONE DEGLI ADULTI
22901866;TECNOLOGIE PER LA FORMAZIONE DEGLI ADULTI BASE
22901867;TECNOLOGIE PER LA FORMAZIONE DEGLI ADULTI INTEGRAZIONE
22901868;DOCIMOLOGIA E VALUTAZIONE DELL'APPRENDIMENTO PERMANENTE
22901869;DOCIMOLOGIA E VALUTAZIONE DELL'APPRENDIMENTO PERMANENTE BASE
22901870;DOCIMOLOGIA E VALUTAZIONE DELL'APPRENDIMENTO PERMANEETE INTEGRAZIONE
22901871;SOCIOLOGIA DELLE ORGANIZZAZIONI
22901872;SOCIOLOGIA DELLE ORGANIZZAZIONI BASE
22901873;LABORATORIO APPRENDIMENTO ORGANIZZATIVO
22901874;STATISTICA
22901875;STATISTICA BASE
22901876;STATISTICA INTEGRAZIONE
22901877;PEDAGOGIA SOCIALE E DEL LAVORO
22901878;PEDAGOGIA SOCIALE E DEL LAVORO BASE
22901879;PEDAGOGIA SOCIALE E DEL LAVORO INTEGRAZIONE
22901880;FORMAZIONE E POLITICHE DELLE RISORSE UMANE
22901881;FORMAZIONE E POLITICHE DELLE RISORSE UMANE BASE
22901882;FORMAZIONE E POLITICHE DELLE RISORSE UMANE INTEGRAZIONE
22901883;PSICOLOGIA SOCIALE E DEL LAVORO
22901884;PSICOLOGIA SOCIALE E DEL AVORO BASE
22901885;PSICOLOGIA SOCIALE E DEL LAVORO INTEGRAZIONE
22901886;DIRITTO DEL LAVORO
22901887;DIRITTO REGIONALE E DEGLI ENTI LOCALI
22901888;POLITICA ECONOMICA E GESTIONE DELLE RISORSE UMANE
22901889;POLITICA ECONOMICA E GESTIONE DELLE RISORSE UMANE BASE
22901890;POLITICA ECONOMICA E GESTIONE RISORSE UMANE INTEGRAZIONE
22901891;TIROCINIO FSRU
22901892;PROVA FINALE FSRU
22901794;PEDAGOGIA GENERALE
22901795;PEDAGOGIA SOCIALE
22901796;PEDAGOGIA INTERCULTURALE
22901797;STORIA DELLA PEDAGOGIA
22901798;PEDAGOGIA SPECIALE
22901799;DIDATTICA E TRATTAMENTO PEDAGOGICO DELLE DISABILITA'
22901800;DIDATTICA SPECIALE
22901801;PEDAGOGIA SPERIMENTALE
22901802;PEDAGOGIA GENERALE - BASE
22901803;PEDAGOGIA GENERALE - INTEGRAZIONE
22901804;ETICA E DEONTOLOGIA PROFESSIONALE
22901805;PEDAGOGIA SOCIALE - BASE
22901806;PEDAGOGIA SOCIALE - INTEGRAZIONE
22901807;PEDAGOGIA INTERCULTURALE - BASE
22901808;PEDAGOGIA INTERCULTURALE - INTEGRAZIONE
22901809;STORIA DELLA PEDAGOGIA - BASE
22901810;STORIA DELLA PEDAGOGIA - INTEGRAZIONE
21201464;ECONOMIA E GESTIONE DELLE IMPRESE
21201483;DIRITTO DELL'AMBIENTE
21201403;ECONOMIA DELLO SVILUPPO
21201484;BILANCIO
21201485;DIRITTO DEI MERCATI FINANZIARI
21201486;ECONOMIA DEGLI INTERMEDIARI FINANZIARI
21201487;ECONOMIA DEL MERCATO MOBILIARE
21201488;ECONOMIA DELLE AZIENDE E DELLE AMMINISTRAZIONI PUBBLICHE E NON PROFIT
21201489;ECONOMIA DELLE IMPRESE DI ASSICURAZIONE E DELLA PREVIDENZA
21201490;INTRODUCTION TO BANKING (ECONOMIA E GESTIONE DELLA BANCA)
21201491;ECONOMIA MONETARIA
21201492;ECONOMIA PUBBLICA
21201493;FINANZA AZIENDALE
21201494;MATEMATICA FINANZIARIA
21201495;SCIENZA DELLE FINANZE
21201496;STATISTICA APPLICATA ALLE DECISIONI AZIENDALI
21201497;STATISTICA MULTIVARIATA
21201498;TECNOLOGIA DEI CICLI PRODUTTIVI
21201499;TEORIA DEL PORTAFOGLIO E DEI CONTRATTI DERIVATI
21201500;DIRITTO AMMINISTRATIVO
21201501;ECONOMIA DEL LAVORO
21201502;ECONOMIA DELL'AMBIENTE
21201503;ECONOMIA INTERNAZIONALE
21201504;MATEMATICA PER L'ECONOMIA 
21201505;STATISTICA PER L'ECONOMIA 
21201506;STORIA DEL PENSIERO ECONOMICO
21201507;STORIA ECONOMICA
22901811;DOCIMOLOGIA
22901812;PSICOLOGIA GENERALE
22901813;PSICOLOGIA GENERALE - BASE
22901814;PSICOLOGIA GENERALE - INTEGRAZIONE
22901815;STORIA DELLA FILOSOFIA
22901816;LEGISLAZIONE MINORILE
22901817;TUTELA DELLE LIBERTÀ INDIVIDUALI E DEI DIRITTI SOCIALI
22901818;LINGUA INGLESE I - IDONEITA'
22901819;INFORMATICA E ABILITÀ INFORMATICHE MULTIMEDIALI
22901820;INFORMATICA E ABILITÀ INFORMATICHE MULTIMEDIALI - BASE
22901821;INFORMATICA E ABILITÀ INFORMATICHE MULTIMEDIALI - INTEGRAZIONE
22901822;ETICA E DEONTOLOGIA PROFESSIONALE
22901823;ANTROPOLOGIA SOCIALE E CULTURALE
22901824;SCIENZE TECNICHE MEDICHE E APPLICATE
22901825;SCIENZE TECNICHE MEDICHE E APPLICATE - BASE
22901826;SCIENZE TECNICHE MEDICHE E APPLICATE - INTEGRAZIONE
22901827;MEDICINA PREVENTIVA, RIABILITATIVA E SOCIALE
22901828;MEDICINA PREVENTIVA, RIABILITATIVA E SOCIALE - BASE
22901829;MEDICINA PREVENTIVA, RIABILITATIVA E SOCIALE - INTEGRAZIONE
22901830;FILOSOFIA DELL'EDUCAZIONE
22901831;FILOSOFIA DELL'EDUCAZIONE - BASE
22901832;FILOSOFIA DELL'EDUCAZIONE - INTEGRAZIONE
22901833;PEDAGOGIA DELLE NEUROSCIENZE
22901834;PEDAGOGIA DELLE NEUROSCIENZE - BASE
22901835;PEDAGOGIA DELLE NEUROSCIENZE - INTEGRAZIONE
22901836;LUDOTECONOMIA E PROGRAMMAZIONE DELLE ATTIVITÀ E TECNICHE EDUCATIVE
22901837;LUDOTECONOMIA E PROGRAMMAZIONE DELLE ATTIVITÀ E TECNICHE EDUCATIVE - BASE
22901838;LUDOTECONOMIA E PROGRAMMAZIONE DELLE ATTIVITÀ E TECNICHE EDUCATIVE - INTEGRAZIONE
22901839;EDUCAZIONE COMPARATA
22901840;EDUCAZIONE COMPARATA - BASE
22901841;EDUCAZIONE COMPARATA - INTEGRAZIONE
22901842;TIROCINIO
22901843;STORIA DELLA FILOSOFIA ANTICA
22902175;EDUCAZIONE LINGUISTICA
22902176;FENOMENOLOGIA E PEDAGOGIA DEI NUOVI PROCESSI COMUNICATIVI
22902177;EDUCAZIONE PSICOMOTORIA
22902178;PSICOPATOLOGIA GENERALE
22902179;PSICOPATOLOGIA GENERALE - BASE
22902180;PSICOPATOLOGIA GENERALE - INTEGRAZIONE
22902181;NEUROPSICHIATRIA INFANTILE
22902182;NEUROPSICHIATRIA INFANTILE - BASE
22902183;NEUROPSICHIATRIA INFANTILE - INTEGRAZIONE
22902184;TEATRO D ANIMAZIONE
22902185;FORMAZIONE E APPLICABILITÀ EDUCATIVE
